Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
1145,2009,23.0,West Virginia,1.8288,89.35769689,4.55,88.9,,297.18,7.06,4.42,offense,backs_receivers,QB,1
1146,2009,22.0,Oregon St.,1.905,138.3456729,5.33,77.47,23.0,261.62,,4.52,offense,offensive_lineman,OG,1
1147,2012,22.0,Washington,1.8542,94.80080533,4.5,86.36,14.0,302.26,7.03,4.12,offense,backs_receivers,WR,0
1148,2018,22.0,North Carolina St.,1.9812,138.7992652,5.26,80.01,,274.32,7.8,4.83,offense,offensive_lineman,OT,1
1149,2013,21.0,Marshall,1.905,95.2543977,4.37,,,,,,offense,backs_receivers,WR,1
1150,2009,21.0,Washington St.,1.8288,95.2543977,4.59,,,,,,offense,backs_receivers,WR,1
1151,2019,22.0,Stanford,1.8796,102.0582833,,,,,,,offense,backs_receivers,WR,1
1152,2013,22.0,Louisiana Tech,1.8288,92.53284348,4.53,83.82,8.0,299.72,6.91,4.01,offense,backs_receivers,WR,1
1153,2012,,Syracuse,1.905,107.5013917,4.76,,,,,,offense,backs_receivers,TE,0
1154,2015,22.0,Arizona St.,1.8034,88.90410452,4.46,96.52,14.0,304.8,6.83,4.07,defense,defensive_back,FS,1
1155,2014,21.0,Arkansas,1.8034,101.6046909,4.57,96.52,23.0,297.18,,,offense,backs_receivers,RB,0
1156,2019,23.0,Old Dominion,1.8796,97.52235955,4.58,92.71,15.0,320.04,,,offense,backs_receivers,WR,1
1157,2016,22.0,Wisconsin,1.8542,110.6765383,4.76,85.09,22.0,281.94,7.11,4.3,defense,line_backer,OLB,1
1158,2019,23.0,Virginia,1.8288,92.98643585,4.42,111.76,21.0,358.14,,,defense,defensive_back,S,1
1159,2012,23.0,Wisconsin,1.8034,92.53284348,4.53,86.36,,299.72,6.97,4.09,offense,backs_receivers,QB,1
1160,2019,21.0,Georgia,1.905,110.6765383,4.91,71.12,19.0,,7.45,4.43,offense,backs_receivers,TE,1
1161,2018,22.0,LSU,1.8034,79.37866475,4.32,,7.0,314.96,,,defense,defensive_back,CB,1
1162,2015,21.0,Minnesota,1.8034,103.8726527,4.81,97.79,17.0,307.34,,,offense,backs_receivers,RB,1
1163,2011,22.0,California,1.8796,89.35769689,4.52,90.17,18.0,322.58,7.01,4.19,defense,defensive_back,FS,1
1164,2012,20.0,Boston Col.,1.905,109.7693535,4.58,96.52,27.0,312.42,6.92,4.12,defense,line_backer,ILB,1
1165,2018,,Florida,1.8288,83.91458845,,,,,,,special_teams,kicking_specialist,K,0
1166,2017,23.0,Troy,1.9812,136.9848957,5.15,78.74,24.0,274.32,7.98,4.94,offense,offensive_lineman,OT,1
1167,2010,23.0,Louisiana-Lafayette,1.9304,122.9235323,4.84,,28.0,,,,defense,defensive_lineman,DE,1
1168,2019,22.0,Michigan,2.032,120.2019781,4.9,74.93,12.0,279.4,7.4,4.53,offense,backs_receivers,TE,1
1169,2015,,Texas,1.9558,122.0163475,4.89,,22.0,,,,defense,defensive_lineman,DE,0
1170,2018,,LSU,1.905,90.26488163,4.34,101.6,16.0,327.66,,,offense,backs_receivers,WR,0
1171,2012,23.0,Florida Atlantic,1.778,99.33672903,4.63,90.17,16.0,297.18,7.01,4.19,offense,backs_receivers,RB,1
1172,2015,23.0,Clemson,1.9558,135.6241186,5.01,83.82,,279.4,7.64,4.65,defense,defensive_lineman,DE,0
1173,2010,22.0,Florida,1.6764,79.83225712,4.47,,14.0,,,,offense,backs_receivers,RB,0
1174,2010,22.0,Florida St.,1.8034,86.1825503,4.46,99.06,15.0,309.88,6.78,,defense,defensive_back,CB,1
1175,2011,,LSU,1.778,78.92507238,5.06,,,,,,special_teams,kicking_specialist,K,0
1176,2011,,Washington St.,1.8288,85.72895793,4.69,,,,,,special_teams,kicking_specialist,P,0
1177,2012,22.0,Ohio St.,1.9304,141.5208194,5.22,63.5,29.0,243.84,7.73,4.6,offense,offensive_lineman,C,0
1178,2012,23.0,Houston,1.7526,78.01788764,4.57,,,,,,offense,backs_receivers,WR,0
1179,2013,23.0,Florida St.,1.9304,125.1914941,4.9,,28.0,,,,defense,defensive_lineman,DE,1
1180,2011,22.0,Clemson,1.778,88.45051215,4.45,97.79,26.0,302.26,6.81,4.12,defense,defensive_back,CB,1
1181,2014,22.0,Auburn,1.8796,114.3052772,,,,,,,defense,defensive_lineman,DE,1
1182,2016,21.0,Northwestern,1.9812,134.2633415,4.87,82.55,30.0,289.56,7.26,4.38,defense,defensive_lineman,DE,1
1183,2013,22.0,LSU,1.7526,95.2543977,4.5,97.79,25.0,330.2,6.87,4.25,offense,backs_receivers,RB,0
1184,2016,21.0,Ohio St.,1.8542,105.2334298,4.47,90.17,17.0,337.82,7.12,4.2,defense,line_backer,OLB,1
1185,2014,22.0,Tennessee,1.9558,143.3351889,5.16,62.23,25.0,248.92,7.87,5.16,offense,offensive_lineman,OG,1
1186,2015,23.0,Pittsburgh,1.9558,140.1600423,5.14,82.55,22.0,281.94,7.68,4.54,offense,offensive_lineman,OT,1
1187,2018,,Pittsburgh,1.9812,143.7887813,5.22,68.58,16.0,276.86,8.1,4.94,offense,offensive_lineman,OT,0
1188,2010,20.0,Florida,1.8034,87.54332741,4.52,88.9,18.0,317.5,6.94,4.34,defense,defensive_back,CB,1
1189,2018,,Michigan,1.9304,110.2229459,4.76,80.01,16.0,302.26,7.09,4.25,defense,line_backer,ILB,0
1190,2017,22.0,Vanderbilt,1.905,106.1406146,4.67,88.9,15.0,317.5,7.03,4.29,defense,line_backer,OLB,1
1191,2015,22.0,Stanford,1.8542,139.70645,5.38,73.66,34.0,261.62,,,defense,defensive_lineman,DT,1
1192,2012,22.0,Oklahoma St.,1.8542,93.89362059,4.46,,14.0,,,,offense,backs_receivers,WR,1
1193,2014,23.0,Clemson,1.905,143.7887813,5.09,73.66,35.0,248.92,8.13,4.83,offense,offensive_lineman,OG,1
1194,2014,20.0,Texas A&M,1.9558,104.7798375,4.53,93.98,12.0,,7.08,4.26,offense,backs_receivers,WR,1
1195,2016,22.0,Indiana,1.9812,106.1406146,5.02,73.66,,266.7,,,offense,backs_receivers,QB,1
1196,2011,23.0,Idaho,1.8034,99.33672903,4.74,82.55,24.0,279.4,6.55,3.9,defense,defensive_back,SS,1
1197,2012,21.0,Georgia,1.8796,113.8516849,4.73,,35.0,,,,offense,backs_receivers,TE,1
1198,2012,22.0,Tennessee,1.9558,128.8202331,4.85,71.12,25.0,266.7,7.38,4.41,defense,defensive_lineman,DE,1
1199,2012,23.0,Arkansas,1.9558,124.2843094,4.75,86.36,,287.02,6.9,4.07,defense,defensive_lineman,DE,1
1200,2009,22.0,Colorado St.,1.778,99.33672903,4.67,86.36,20.0,289.56,,,offense,backs_receivers,RB,1
1201,2012,,Wayne State (MI),1.7526,89.35769689,4.56,80.01,20.0,294.64,7.14,4.18,defense,defensive_back,CB,0
1202,2018,20.0,Miami (FL),1.778,91.62565874,4.6,80.01,18.0,299.72,,,offense,backs_receivers,RB,1
1203,2014,22.0,Iowa,1.9558,120.2019781,4.76,80.01,25.0,294.64,7.1,4.26,offense,backs_receivers,TE,1
1204,2017,,Oklahoma,1.8796,140.6136347,4.96,71.12,25.0,271.78,7.89,4.96,defense,defensive_lineman,DT,0
1205,2011,24.0,Iowa St.,1.7526,90.718474,4.5,95.25,24.0,304.8,,4.28,defense,defensive_back,SS,0
1206,2019,,UC Davis,1.8796,95.70799007,,,8.0,,,,offense,backs_receivers,WR,0
1207,2009,,Tennessee,1.8796,134.7169339,5.08,,24.0,,,,offense,offensive_lineman,OG,0
1208,2017,24.0,Utah,1.905,146.5103355,5.34,64.77,35.0,259.08,7.83,4.93,offense,offensive_lineman,OG,1
1209,2016,22.0,Notre Dame,1.8034,87.08973504,4.49,,17.0,,,,defense,defensive_back,CB,1
1210,2015,,Central Michigan,1.8542,88.90410452,4.51,82.55,,302.26,7.14,4.28,offense,backs_receivers,WR,0
1211,2010,22.0,Miami (FL),1.8288,96.16158244,4.58,91.44,21.0,292.1,,,offense,backs_receivers,RB,0
1212,2011,22.0,Oregon St.,1.8542,137.4384881,4.98,,49.0,,,,defense,defensive_lineman,DT,1
1213,2012,23.0,Oregon St.,1.7018,83.46099608,4.61,93.98,19.0,292.1,,4.23,offense,backs_receivers,WR,0
1214,2015,22.0,Indiana,1.905,128.3666407,5.16,82.55,,269.24,7.57,4.41,defense,defensive_lineman,DT,0
1215,2016,,Miami (FL),1.8288,107.0477993,4.72,,27.0,,,,defense,line_backer,ILB,0
1216,2019,21.0,Mississippi,1.905,103.4190604,4.33,102.87,27.0,340.36,7.38,4.5,offense,backs_receivers,WR,1
1217,2016,,Liberty,1.905,104.7798375,4.8,78.74,,294.64,6.74,4.31,offense,backs_receivers,QB,0
1218,2017,23.0,Memphis,1.778,85.72895793,4.62,87.63,18.0,304.8,,,defense,defensive_back,CB,0
1219,2015,20.0,UCLA,1.9558,153.3142211,5.21,81.28,24.0,276.86,8.16,5.07,defense,defensive_lineman,DT,0
1220,2019,,Sioux Falls,1.9812,140.1600423,5.12,85.09,16.0,289.56,7.61,4.7,offense,offensive_lineman,OT,0
1221,2012,21.0,Presbyterian,1.8288,90.718474,4.52,100.33,19.0,332.74,6.79,4.3,defense,defensive_back,FS,1
1222,2012,23.0,Fresno St.,1.7526,84.82177319,4.36,99.06,17.0,312.42,,,offense,backs_receivers,WR,1
1223,2019,23.0,Rutgers,1.8542,93.44002822,4.48,,14.0,317.5,,,defense,defensive_back,S,1
1224,2010,24.0,Texas,1.8034,87.54332741,4.6,92.71,16.0,294.64,,,offense,backs_receivers,WR,1
1225,2015,23.0,Arizona St.,1.9304,137.8920805,5.25,73.66,28.0,251.46,7.99,4.75,offense,offensive_lineman,OG,1
1226,2019,21.0,Notre Dame,1.9304,112.9445001,4.7,91.44,22.0,304.8,7.27,4.34,offense,backs_receivers,TE,1
1227,2010,,Missouri,1.8542,80.73944186,4.51,85.09,11.0,307.34,6.75,4.39,offense,backs_receivers,WR,0
1228,2014,24.0,Bloomsburg,1.9812,114.3052772,4.58,92.71,17.0,312.42,7.29,4.44,offense,backs_receivers,TE,1
1229,2016,23.0,South Carolina St.,1.8542,140.1600423,4.93,87.63,29.0,276.86,7.9,4.7,defense,defensive_lineman,DT,1
1230,2012,22.0,Boise St.,1.9304,124.7379018,4.82,83.82,28.0,287.02,7.09,4.44,defense,defensive_lineman,DE,1
1231,2015,22.0,Texas,1.8542,107.0477993,4.68,96.52,20.0,314.96,6.78,4.15,defense,line_backer,OLB,1
1232,2019,23.0,Stanford,1.8542,86.63614267,4.6,91.44,9.0,307.34,6.7,4.15,defense,defensive_back,CB,0
1233,2013,22.0,Florida St.,1.8542,95.2543977,4.43,102.87,14.0,335.28,,,defense,defensive_back,CB,1
1234,2016,,TCU,1.8288,96.16158244,4.77,81.28,,279.4,,4.4,offense,backs_receivers,QB,0
1235,2013,22.0,LSU,1.9304,109.3157612,4.58,93.98,,325.12,6.84,4.39,defense,line_backer,OLB,1
1236,2013,21.0,Texas A&M,1.9812,138.7992652,5.3,72.39,27.0,269.24,7.4,4.68,offense,offensive_lineman,OT,1
1237,2017,22.0,Clemson,1.9304,98.88313666,,82.55,15.0,307.34,,,offense,backs_receivers,WR,1
1238,2013,22.0,Georgia,1.9558,155.1285905,5.44,67.31,,243.84,8.11,5.27,defense,defensive_lineman,DT,0
1239,2014,22.0,Miami (FL),2.0066,150.1390745,5.04,60.96,,241.3,8.15,4.77,offense,offensive_lineman,OT,1
1240,2010,,Connecticut,1.8542,92.98643585,4.56,101.6,,297.18,6.99,4.19,offense,backs_receivers,RB,0
1241,2015,21.0,Florida St.,1.9304,152.4070363,5.28,,,,,,defense,defensive_lineman,DT,1
1242,2011,22.0,Ohio St.,1.8034,82.55381134,4.56,85.09,,299.72,6.46,3.97,offense,backs_receivers,WR,0
1243,2013,,Oklahoma,1.8288,106.594207,4.78,80.01,21.0,281.94,7.41,4.51,defense,line_backer,ILB,0
1244,2015,23.0,Hawaii,1.8288,112.0373154,5.02,80.01,30.0,279.4,7.24,4.33,offense,backs_receivers,FB,1
1245,2009,22.0,Kentucky,1.8288,144.695966,5.03,76.2,,271.78,8.16,4.75,defense,defensive_lineman,DT,1
1246,2011,22.0,Hawaii,1.8542,95.2543977,4.53,93.98,15.0,304.8,6.65,4.1,offense,backs_receivers,WR,1
1247,2017,,East. Washington,1.8542,92.07925111,4.68,86.36,9.0,317.5,6.73,4.21,offense,backs_receivers,WR,0
1248,2011,22.0,Oregon,1.8542,104.7798375,4.78,,13.0,,,,defense,line_backer,ILB,1
1249,2010,22.0,SMU,1.8034,84.36818082,4.4,100.33,12.0,320.04,6.64,4.1,offense,backs_receivers,WR,1
1250,2017,,Stanford,1.8288,86.1825503,,,,,,,special_teams,kicking_specialist,K,0
1251,2015,20.0,Louisville,1.8288,98.88313666,4.62,,17.0,,,,defense,defensive_back,FS,1
1252,2015,,Kansas,1.9304,102.965468,5.12,,,,,,special_teams,kicking_specialist,P,0
1253,2014,22.0,Western Kentucky,1.905,86.1825503,4.52,85.09,8.0,299.72,7.04,4.24,defense,defensive_back,FS,1
1254,2017,20.0,Tennessee,1.905,94.34721296,4.4,77.47,10.0,307.34,7.05,4.19,offense,backs_receivers,WR,1
1255,2018,,UCLA,1.9304,132.448972,5.06,78.74,26.0,,,,defense,defensive_lineman,DE,0
1256,2010,21.0,Florida,1.9812,125.6450865,4.68,80.01,21.0,281.94,7.21,4.61,defense,defensive_lineman,DE,1
1257,2017,20.0,Ohio St.,1.8542,93.44002822,,,,,,,defense,defensive_back,FS,1
1258,2013,23.0,Youngstown St.,1.8796,143.7887813,5.48,58.42,35.0,241.3,8.07,4.82,offense,offensive_lineman,OG,0
1259,2011,21.0,Auburn,1.8796,86.1825503,4.56,,,,,,offense,backs_receivers,WR,0
1260,2017,23.0,Central Michigan,1.905,103.4190604,4.93,68.58,,266.7,7.23,4.47,offense,backs_receivers,QB,0
1261,2011,23.0,Florida,1.905,144.2423737,5.39,,18.0,,,,offense,offensive_lineman,OG,1
1262,2018,,Texas A&M,1.8288,135.1705263,5.16,74.93,20.0,266.7,7.33,4.58,defense,defensive_lineman,DT,0
1263,2019,,Northwestern,1.8034,86.1825503,4.68,87.63,9.0,312.42,6.95,4.08,defense,defensive_back,CB,0
1264,2009,23.0,Cincinnati,1.8542,99.7903214,4.87,,,,,,special_teams,kicking_specialist,P,1
1265,2016,23.0,Baylor,2.032,130.1810102,4.96,81.28,23.0,312.42,7.53,4.56,defense,defensive_lineman,DE,0
1266,2016,23.0,Auburn,1.9558,148.7782974,5.39,,,,8.22,4.91,offense,offensive_lineman,OT,0
1267,2015,21.0,Houston,1.905,141.9744118,5.54,57.15,,246.38,8.2,5.01,defense,defensive_lineman,DT,0
1268,2016,21.0,Florida,1.8542,105.2334298,4.76,,,,,,defense,line_backer,ILB,1
1269,2019,,Nebraska,1.8288,91.62565874,4.53,97.79,14.0,317.5,6.78,4.13,offense,backs_receivers,WR,0
1270,2018,20.0,Georgia,1.8542,107.0477993,4.51,,,,,,defense,line_backer,OLB,1
1271,2011,24.0,South Carolina,1.9558,143.7887813,5.03,76.2,23.0,289.56,7.6,4.77,offense,offensive_lineman,OT,0
1272,2018,21.0,Notre Dame,1.8796,96.61517481,,,18.0,,,,offense,backs_receivers,RB,0
1273,2015,,UCLA,1.8542,89.81128926,4.72,85.09,15.0,294.64,7.18,4.15,defense,defensive_back,SS,0
1274,2017,22.0,North Carolina,1.7272,82.10021897,4.51,81.28,11.0,294.64,6.77,4.0,offense,backs_receivers,WR,1
1275,2015,21.0,Memphis,1.7526,88.45051215,4.51,91.44,17.0,330.2,6.8,3.82,defense,defensive_back,CB,1
1276,2012,23.0,Rutgers,1.9558,137.4384881,4.98,82.55,28.0,,,,offense,offensive_lineman,OG,0
1277,2017,22.0,Tenn-Chattanooga,1.9304,139.2528576,5.16,67.31,26.0,269.24,7.55,4.73,offense,offensive_lineman,OG,1
1278,2010,22.0,Florida,1.905,112.9445001,5.05,73.66,,281.94,6.97,,defense,line_backer,ILB,1
1279,2018,23.0,Ohio St.,1.8542,101.6046909,4.7,76.2,,274.32,7.38,4.44,offense,backs_receivers,QB,0
1280,2009,22.0,Abilene Christian,1.8034,83.91458845,4.34,88.9,,309.88,6.81,4.15,offense,backs_receivers,WR,1
1281,2014,,Missouri Western St.,1.905,108.8621688,4.77,76.2,24.0,294.64,7.22,4.3,offense,backs_receivers,FB,0
1282,2016,21.0,Colorado St.,1.8542,88.90410452,4.64,81.28,13.0,294.64,,,offense,backs_receivers,WR,1
1283,2011,22.0,Mississippi St.,1.905,108.8621688,4.65,86.36,17.0,292.1,6.95,4.25,defense,line_backer,ILB,1
1284,2017,,Colorado St.,1.8288,96.16158244,,,,,,,special_teams,kicking_specialist,P,0
1285,2018,21.0,Alabama,1.9812,94.34721296,4.83,77.47,,289.56,7.28,4.41,special_teams,kicking_specialist,P,1
1286,2016,,Northern Iowa,1.8796,90.26488163,4.68,93.98,,322.58,7.07,4.06,defense,defensive_back,CB,0
1287,2009,22.0,South Carolina,1.9558,137.8920805,4.99,71.12,31.0,266.7,8.01,4.82,offense,offensive_lineman,OT,1
1288,2018,21.0,Clemson,1.7526,86.1825503,4.53,87.63,13.0,287.02,,,offense,backs_receivers,WR,1
1289,2018,24.0,Kansas St.,1.8542,92.07925111,4.46,85.09,15.0,304.8,6.87,4.4,offense,backs_receivers,WR,0
1290,2015,22.0,Rutgers,1.9558,111.583723,4.75,,17.0,,,,offense,backs_receivers,TE,1
1291,2017,21.0,USC,1.778,84.36818082,4.42,91.44,,309.88,,,defense,defensive_back,CB,1
1292,2018,23.0,Northwestern,1.8288,92.98643585,4.44,90.17,19.0,325.12,6.56,4.12,defense,defensive_back,S,0
1293,2012,22.0,Montana,1.8542,111.1301307,4.82,76.2,26.0,279.4,7.26,4.28,defense,line_backer,ILB,1
1294,2017,23.0,Minnesota,1.905,102.5118756,4.93,87.63,,312.42,6.96,4.25,offense,backs_receivers,QB,0
1295,2016,,Oklahoma,1.8034,102.965468,4.8,76.2,23.0,294.64,7.3,4.46,defense,line_backer,OLB,0
1296,2010,,Clemson,1.7526,80.28584949,4.49,86.36,14.0,292.1,6.85,4.07,defense,defensive_back,CB,0
1297,2009,22.0,Marshall,1.8288,89.35769689,4.45,105.41,,309.88,7.05,4.33,defense,defensive_back,FS,0
1298,2014,22.0,Arizona St.,1.8288,137.4384881,5.36,72.39,24.0,251.46,7.93,4.82,defense,defensive_lineman,DT,1
1299,2015,25.0,Wyoming,1.8796,105.2334298,4.56,,24.0,,,,defense,line_backer,OLB,1
1300,2011,22.0,Arkansas,1.9304,151.4998516,5.45,69.85,21.0,228.6,7.74,4.9,offense,offensive_lineman,OG,0
1301,2015,22.0,Miami (OH),1.8034,88.45051215,4.57,92.71,14.0,309.88,7.1,4.28,defense,defensive_back,CB,1
1302,2012,21.0,Washington,1.9304,139.2528576,5.39,63.5,21.0,256.54,7.77,4.58,offense,offensive_lineman,OG,1
1303,2010,22.0,Penn St.,1.905,107.5013917,4.93,82.55,25.0,292.1,6.86,4.07,defense,line_backer,ILB,1
1304,2012,22.0,Miami (FL),1.8542,136.5313034,5.05,71.12,35.0,266.7,7.64,4.79,defense,defensive_lineman,DT,0
1305,2012,21.0,Maryland,1.7272,95.70799007,4.5,88.9,23.0,299.72,7.14,4.32,offense,backs_receivers,RB,0
1306,2009,20.0,Ohio St.,1.8542,106.594207,4.38,85.09,25.0,325.12,,,offense,backs_receivers,RB,1
1307,2018,21.0,Oklahoma,2.032,156.4893677,5.85,49.53,14.0,208.28,7.87,5.38,offense,offensive_lineman,OT,1
1308,2015,22.0,Alabama,1.9558,140.6136347,5.48,,,,,,offense,offensive_lineman,OG,1
1309,2013,23.0,Virginia Tech,1.9558,146.5103355,5.2,74.93,19.0,276.86,7.77,4.57,offense,offensive_lineman,OT,0
1310,2012,,Connecticut,1.8288,91.17206637,5.25,,,,,,special_teams,kicking_specialist,K,0
1311,2010,22.0,USC,1.9304,140.1600423,5.12,68.58,23.0,251.46,,,offense,offensive_lineman,OG,0
1312,2009,,Kent St.,1.9304,136.9848957,5.29,,21.0,198.12,,,offense,offensive_lineman,OT,0
1313,2009,,Tennessee St.,1.905,150.5926668,5.22,62.23,29.0,228.6,,,offense,offensive_lineman,OT,0
1314,2012,21.0,Memphis,1.905,156.94296,4.89,74.93,44.0,266.7,7.9,4.56,defense,defensive_lineman,DT,1
1315,2011,22.0,Louisville,1.8034,86.63614267,4.59,81.28,13.0,279.4,,4.16,defense,defensive_back,CB,1
1316,2012,,Clemson,1.905,121.5627552,5.0,77.47,21.0,276.86,,4.53,defense,defensive_lineman,DT,0
1317,2014,20.0,LSU,1.905,140.6136347,4.93,69.85,25.0,,,,offense,offensive_lineman,OG,1
1318,2017,,Wayne State (MI),1.9558,142.8815966,5.41,68.58,23.0,266.7,7.97,4.89,offense,offensive_lineman,OG,0
1319,2016,,Auburn,1.8796,108.8621688,4.97,73.66,,287.02,,,defense,line_backer,OLB,0
1320,2011,22.0,Missouri,1.8288,86.1825503,4.58,90.17,12.0,299.72,6.92,4.15,defense,defensive_back,CB,0
1321,2013,21.0,Tennessee,1.8796,97.97595192,4.42,93.98,,325.12,,,offense,backs_receivers,WR,1
1322,2014,23.0,Florida St.,1.905,108.8621688,4.68,85.09,,292.1,,,defense,line_backer,OLB,0
1323,2017,23.0,Oklahoma,1.8288,80.73944186,,,,,,,offense,backs_receivers,WR,1
1324,2012,22.0,Mississippi St.,1.8034,91.62565874,4.56,93.98,19.0,322.58,6.93,4.22,defense,defensive_back,SS,1
1325,2014,21.0,Miami (FL),1.8796,96.61517481,4.63,76.2,,281.94,7.36,4.49,offense,backs_receivers,QB,0
1326,2018,21.0,Penn St.,1.8542,108.4085764,,,19.0,,,,defense,line_backer,ILB,0
1327,2018,21.0,Louisville,1.9558,135.1705263,5.33,,19.0,,,,offense,offensive_lineman,OT,1
1328,2011,22.0,Nevada,1.8542,112.4909078,4.4,106.68,21.0,325.12,7.09,4.38,defense,line_backer,OLB,1
1329,2014,21.0,Oklahoma,1.8034,100.6975061,4.45,90.17,16.0,307.34,7.37,4.25,offense,backs_receivers,RB,0
1330,2016,22.0,Oklahoma St.,1.9304,123.830717,4.63,90.17,20.0,307.34,7.26,4.5,defense,defensive_lineman,DE,1
1331,2017,21.0,Louisiana Tech,1.8034,89.35769689,4.54,85.09,19.0,309.88,6.72,4.13,defense,defensive_back,SS,1
1332,2016,22.0,Stanford,1.9812,138.3456729,5.19,,23.0,,,,offense,offensive_lineman,OT,1
1333,2019,,LSU,1.778,83.46099608,,,,,,,special_teams,kicking_specialist,K,0
1334,2017,23.0,USC,2.0066,138.7992652,5.48,52.07,15.0,266.7,,5.01,offense,offensive_lineman,OT,0
1335,2015,23.0,Georgia Tech,1.8796,102.5118756,4.52,,,,,,offense,backs_receivers,WR,1
1336,2013,24.0,North Carolina,1.905,141.9744118,5.03,67.31,27.0,259.08,7.93,4.8,defense,defensive_lineman,DT,1
1337,2012,,Purdue,1.8542,100.2439138,4.91,,,,,,special_teams,kicking_specialist,K,0
1338,2011,21.0,Texas A&M,1.905,111.583723,4.42,93.98,21.0,320.04,6.7,4.06,defense,line_backer,OLB,1
1339,2016,22.0,Florida,1.778,93.89362059,4.6,81.28,15.0,287.02,,,offense,backs_receivers,RB,1
1340,2015,,Texas A&M,1.9558,125.6450865,4.98,81.28,,274.32,7.52,4.48,offense,offensive_lineman,OT,0
1341,2009,23.0,Boise St.,1.8034,96.16158244,4.41,83.82,26.0,294.64,6.93,4.18,offense,backs_receivers,RB,0
1342,2017,,Charleston Southern,1.905,136.5313034,5.23,69.85,24.0,271.78,8.13,4.9,offense,offensive_lineman,OG,0
1343,2018,22.0,Oklahoma,1.8796,112.4909078,4.83,77.47,17.0,276.86,7.45,4.53,offense,backs_receivers,RB,0
1344,2013,23.0,Tennessee St.,1.9812,151.4998516,5.24,58.42,28.0,,,5.24,offense,offensive_lineman,OT,0
1345,2012,23.0,Florida,1.778,87.54332741,4.41,85.09,,307.34,6.95,4.13,defense,defensive_back,CB,1
1346,2017,22.0,Florida St.,1.7526,85.72895793,4.57,,10.0,302.26,,4.57,offense,backs_receivers,WR,0
1347,2010,22.0,Fresno St.,1.8288,98.88313666,4.37,91.44,19.0,307.34,7.0,4.33,offense,backs_receivers,RB,1
1348,2012,23.0,Penn St.,1.9558,124.2843094,4.74,83.82,,294.64,7.15,4.25,defense,defensive_lineman,DE,1
1349,2009,,Furman,2.0066,142.8815966,5.11,76.2,27.0,276.86,7.55,4.57,offense,offensive_lineman,OT,0
1350,2015,24.0,Louisville,1.7272,98.88313666,4.58,86.36,26.0,304.8,,,offense,backs_receivers,RB,0
1351,2013,,Hawaii,1.905,98.42954429,4.97,,,,,,special_teams,kicking_specialist,P,0
1352,2010,,Appalachian St.,1.9812,141.0672271,5.25,74.93,33.0,289.56,7.52,4.84,offense,offensive_lineman,OT,0
1353,2010,23.0,South Florida,1.8288,108.4085764,4.87,92.71,27.0,312.42,,4.53,defense,line_backer,ILB,0
1354,2014,21.0,Syracuse,1.905,138.7992652,5.06,85.09,26.0,269.24,7.92,4.78,defense,defensive_lineman,DT,1
1355,2018,22.0,North Carolina A&T,2.032,138.3456729,5.4,72.39,,287.02,7.82,4.68,offense,offensive_lineman,OT,1
1356,2009,22.0,Georgia Tech,2.0066,120.6555704,4.61,97.79,28.0,325.12,7.42,4.37,defense,defensive_lineman,DE,1
1357,2011,23.0,Florida Atlantic,1.905,97.52235955,4.61,95.25,14.0,287.02,7.45,4.43,offense,backs_receivers,WR,0
1358,2016,23.0,Clemson,1.9558,125.6450865,4.86,,,,,,defense,defensive_lineman,DE,1
1359,2018,21.0,Virginia Tech,1.8796,99.7903214,4.47,105.41,,340.36,,,defense,defensive_back,S,1
1360,2012,23.0,Rice,1.905,118.8412009,4.88,88.9,34.0,314.96,7.17,4.25,defense,defensive_lineman,DE,1
1361,2009,21.0,Ohio St.,2.0066,148.7782974,5.16,69.85,33.0,261.62,7.83,4.69,offense,offensive_lineman,OT,0
1362,2014,20.0,North Carolina,1.9304,113.3980925,4.6,81.28,24.0,304.8,,,offense,backs_receivers,TE,1
1363,2013,21.0,Virginia,1.9558,139.70645,5.41,59.69,17.0,254.0,7.92,4.84,offense,offensive_lineman,OT,1
1364,2012,23.0,Michigan St.,1.905,97.06876718,4.84,72.39,,276.86,7.05,4.5,offense,backs_receivers,QB,1
1365,2017,21.0,Texas A&M,1.8288,90.26488163,,,14.0,,,,defense,defensive_back,SS,1
1366,2010,23.0,Utah,1.905,113.8516849,4.75,96.52,,322.58,7.07,4.27,defense,line_backer,OLB,1
1367,2011,22.0,Miami (FL),1.8542,79.83225712,4.28,85.09,5.0,307.34,6.97,4.09,defense,defensive_back,CB,1
1368,2017,,Virginia Tech,1.905,105.2334298,4.8,67.31,,284.48,,4.41,offense,backs_receivers,QB,0
1369,2016,22.0,Louisiana Tech,1.9304,106.1406146,4.56,81.28,,309.88,7.19,4.25,offense,backs_receivers,QB,1
1370,2018,24.0,Fort Hays St.,1.9558,142.8815966,5.09,78.74,,284.48,7.5,4.53,defense,defensive_lineman,DT,1
1371,2015,23.0,Michigan,1.8796,108.8621688,4.65,87.63,20.0,304.8,7.11,4.2,defense,line_backer,OLB,1
1372,2010,21.0,South Carolina,1.8034,96.61517481,4.53,93.98,12.0,309.88,,4.32,defense,defensive_back,SS,0
1373,2018,23.0,South Florida,1.8288,142.4280042,5.16,66.04,35.0,254.0,7.77,4.79,defense,defensive_lineman,DT,1
